C:/ZZZ/21dc.txt_cmp;724[ms];asm: 1
C:/ZZZ/21dc.txt;20377[ms];asm: 1
C:/ZZZ/21dc.txt_cmp;546[ms];asm: 1
C:/ZZZ/21dc.txt;11772[ms];asm: 0
C:/ZZZ/21dc.txt_cmp;524[ms];asm: 0
C:/ZZZ/21dc.txt;24103[ms];asm: 1
C:/ZZZ/21dc.txt;26442[ms];asm: 0
C:/ZZZ/21dc.txt_cmp;18415[ms];asm: 0
C:/ZZZ/21dc.txt;12171[ms];asm: 0
C:/ZZZ/21dc.txt_cmp;503[ms];asm: 0
C:/ZZZ/21dc.txt;924[ms];asm: 1
C:/ZZZ/21dc.txt_cmp;669[ms];asm: 1
C:/ZZZ/21dc.txt;234[ms];asm: 1
C:/ZZZ/21dc.txt_cmp;10[ms];asm: 1
C:/ZZZ/21dc.txt;192[ms];asm: 1
C:/ZZZ/21dc.txt_cmp;10[ms];asm: 1
C:/ZZZ/21dc.txt;188[ms];asm: 0
C:/ZZZ/21dc.txt_cmp;16[ms];asm: 0
C:/ZZZ/21dc.txt;136[ms];asm: 0
C:/ZZZ/21dc.txt_cmp;11[ms];asm: 0
C:/ZZZ/21dc.txt;142[ms];asm: 0
C:/ZZZ/21dc.txt_cmp;13[ms];asm: 0
C:/ZZZ/21dc.txt;231[ms];asm: 1
C:/ZZZ/21dc.txt_cmp;15[ms];asm: 1
C:/ZZZ/21dc.txt;184[ms];asm: 1
C:/ZZZ/21dc.txt_cmp;9[ms];asm: 1
C:/ZZZ/21dc.txt;226[ms];asm: 1
C:/ZZZ/21dc.txt_cmp;11[ms];asm: 1
C:/ZZZ/shak.txt;228792[ms];asm: 1
C:/ZZZ/shak.txt_cmp;6777[ms];asm: 1
C:/ZZZ/shak.txt_cmp;217[ms];asm: 1
